"Date and Time";"ec_state";"EC da água";"Médai do EC";"Hora lig 1";"Hora lig 2";"Hora lig 3"
"2025-10-06 17:08:59";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 16:59:46";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 16:50:33";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 16:50:31";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 16:41:20";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 16:32:07";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 16:22:54";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 16:22:53";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 16:13:40";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 16:04:27";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 16:04:25";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 15:55:13";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 15:46:00";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 15:45:57";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 15:36:43";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 15:27:30";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 15:18:17";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 15:18:16";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 15:09:03";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 14:59:50";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 14:59:48";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 14:50:36";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 14:41:23";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 14:41:20";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 14:32:09";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 14:22:56";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 14:13:43";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 14:13:41";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 14:04:28";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 13:55:16";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 13:55:14";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 13:46:01";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 13:40:51";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 13:40:48";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 13:31:37";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 13:22:25";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 13:13:12";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 13:13:10";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 13:03:57";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 12:54:44";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 12:54:43";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 12:45:20";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 12:36:08";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 12:36:05";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 12:26:54";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 12:17:41";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 12:17:40";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 11:58:45";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 11:58:43";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 11:49:30";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 11:40:17";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 11:40:15";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 08:27:44";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 08:27:42";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 08:18:31";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 08:09:18";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 08:00:05";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 08:00:03";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 07:50:51";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 07:41:38";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 07:41:36";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 07:32:24";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 07:23:11";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 07:23:08";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 07:13:57";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 07:04:44";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 06:55:32";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 06:55:30";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 06:46:17";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 06:37:04";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 06:37:03";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 06:27:50";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-06 06:18:37";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-06 06:18:34";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-06 06:09:24";"7";"1,54";"1,55";"0";"0";"0"
"2025-10-06 05:55:21";"7";"1,65";"1,52";"0";"0";"0"
"2025-10-06 05:45:22";"7";"1,65";"1,52";"0";"0";"0"
"2025-10-06 05:35:21";"7";"1,65";"1,52";"0";"0";"0"
"2025-10-06 05:25:21";"7";"1,65";"1,52";"0";"0";"0"
"2025-10-06 05:15:21";"7";"1,64";"1,52";"0";"0";"0"
"2025-10-06 05:05:21";"7";"1,64";"1,52";"0";"0";"0"
"2025-10-06 04:55:21";"7";"1,64";"1,52";"0";"0";"0"
"2025-10-06 04:45:21";"7";"1,64";"1,52";"0";"0";"0"
"2025-10-06 04:35:21";"7";"1,64";"1,52";"0";"0";"0"
"2025-10-06 04:25:21";"7";"1,64";"1,52";"0";"0";"0"
"2025-10-06 04:15:21";"7";"1,64";"1,52";"0";"0";"0"
"2025-10-06 04:05:21";"7";"1,64";"1,52";"0";"0";"0"
"2025-10-06 03:55:21";"7";"1,64";"1,52";"0";"0";"0"
"2025-10-06 03:45:21";"7";"1,63";"1,52";"0";"0";"0"
"2025-10-06 03:35:21";"7";"1,63";"1,52";"0";"0";"0"
"2025-10-06 03:25:21";"7";"1,63";"1,52";"0";"0";"0"
"2025-10-06 03:15:21";"7";"1,63";"1,52";"0";"0";"0"
"2025-10-06 03:05:21";"7";"1,63";"1,52";"0";"0";"0"
"2025-10-06 02:55:21";"7";"1,63";"1,52";"0";"0";"0"
"2025-10-06 02:45:22";"7";"1,63";"1,52";"0";"0";"0"
"2025-10-06 02:35:21";"7";"1,63";"1,52";"0";"0";"0"
"2025-10-06 02:25:21";"7";"1,63";"1,52";"0";"0";"0"
"2025-10-06 02:15:21";"7";"1,63";"1,52";"0";"0";"0"
"2025-10-06 02:05:21";"7";"1,63";"1,52";"0";"0";"0"
"2025-10-06 01:55:21";"7";"1,62";"1,52";"0";"0";"0"
"2025-10-06 01:45:21";"7";"1,62";"1,52";"0";"0";"0"
"2025-10-06 01:35:21";"7";"1,62";"1,52";"0";"0";"0"
"2025-10-06 01:25:22";"7";"1,62";"1,52";"0";"0";"0"
"2025-10-06 01:15:21";"7";"1,62";"1,52";"0";"0";"0"
"2025-10-06 01:05:22";"7";"1,62";"1,52";"0";"0";"0"
"2025-10-06 00:55:21";"7";"1,62";"1,52";"0";"0";"0"
"2025-10-06 00:45:21";"7";"1,62";"1,52";"0";"0";"0"
"2025-10-06 00:35:21";"7";"1,61";"1,52";"0";"0";"0"
"2025-10-06 00:25:21";"7";"1,61";"1,52";"0";"0";"0"
"2025-10-06 00:15:21";"7";"1,61";"1,52";"0";"0";"0"
"2025-10-06 00:05:24";"7";"1,61";"1,52";"0";"0";"0"
"2025-10-05 23:55:24";"7";"1,61";"1,52";"0";"0";"0"
"2025-10-05 23:45:22";"7";"1,61";"1,52";"0";"0";"0"
"2025-10-05 23:35:28";"7";"1,61";"1,52";"0";"0";"0"
"2025-10-05 23:25:22";"7";"1,61";"1,52";"0";"0";"0"
"2025-10-05 23:15:22";"7";"1,61";"1,52";"0";"0";"0"
"2025-10-05 23:05:21";"7";"1,6";"1,52";"0";"0";"0"
"2025-10-05 22:55:33";"7";"1,6";"1,52";"0";"0";"0"
"2025-10-05 22:45:28";"7";"1,6";"1,52";"0";"0";"0"
"2025-10-05 22:35:24";"7";"1,6";"1,52";"0";"0";"0"
"2025-10-05 22:25:21";"7";"1,6";"1,52";"0";"0";"0"
"2025-10-05 22:15:21";"7";"1,6";"1,52";"0";"0";"0"
"2025-10-05 22:05:22";"7";"1,59";"1,52";"0";"0";"0"
"2025-10-05 21:55:21";"7";"1,59";"1,52";"0";"0";"0"
"2025-10-05 21:45:21";"7";"1,59";"1,52";"0";"0";"0"
"2025-10-05 21:35:21";"7";"1,59";"1,52";"0";"0";"0"
"2025-10-05 21:25:21";"7";"1,59";"1,52";"0";"0";"0"
"2025-10-05 21:15:24";"7";"1,59";"1,52";"0";"0";"0"
"2025-10-05 21:05:23";"7";"1,58";"1,52";"0";"0";"0"
"2025-10-05 20:55:21";"7";"1,58";"1,52";"0";"0";"0"
"2025-10-05 20:45:22";"7";"1,58";"1,52";"0";"0";"0"
"2025-10-05 20:35:21";"7";"1,58";"1,52";"0";"0";"0"
"2025-10-05 20:25:24";"7";"1,58";"1,52";"0";"0";"0"
"2025-10-05 20:15:21";"7";"1,59";"1,52";"0";"0";"0"
"2025-10-05 20:05:21";"7";"1,58";"1,52";"0";"0";"0"
"2025-10-05 19:55:21";"7";"1,58";"1,52";"0";"0";"0"
"2025-10-05 19:45:21";"7";"1,57";"1,52";"0";"0";"0"
"2025-10-05 19:35:21";"7";"1,57";"1,52";"0";"0";"0"
"2025-10-05 19:25:39";"7";"1,56";"1,52";"0";"0";"0"
"2025-10-05 19:15:21";"7";"1,56";"1,52";"0";"0";"0"
"2025-10-05 19:05:21";"7";"1,55";"1,52";"0";"0";"0"
"2025-10-05 18:55:21";"7";"1,55";"1,52";"0";"0";"0"
"2025-10-05 18:45:21";"7";"1,54";"1,52";"0";"0";"0"
"2025-10-05 18:35:21";"7";"1,54";"1,52";"0";"0";"0"
"2025-10-05 18:25:21";"7";"1,53";"1,52";"0";"0";"0"
"2025-10-05 18:15:21";"7";"1,53";"1,52";"0";"0";"0"
"2025-10-05 18:05:21";"7";"1,52";"1,52";"0";"0";"0"
"2025-10-05 18:05:19";"7";"1,52";"1,52";"0";"0";"0"
"2025-10-05 17:56:06";"7";"1,52";"1,52";"0";"0";"0"
"2025-10-05 17:46:54";"7";"1,52";"1,52";"0";"0";"0"
"2025-10-05 17:46:52";"7";"1,52";"1,52";"0";"0";"0"
"2025-10-05 17:37:39";"7";"1,52";"1,52";"0";"0";"0"
"2025-10-05 17:28:26";"7";"1,52";"1,52";"0";"0";"0"
"2025-10-05 17:28:24";"7";"1,52";"1,52";"0";"0";"0"
"2025-10-05 17:19:11";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 17:19:10";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 17:05:57";"7";"1,53";"1,52";"0";"0";"0"
"2025-10-05 17:05:55";"7";"1,53";"1,52";"0";"0";"0"
"2025-10-05 16:56:42";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 16:37:51";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 16:28:38";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 16:28:35";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 16:19:25";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 16:10:12";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 16:00:59";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 16:00:57";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 15:51:44";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 15:42:31";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 15:42:30";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 15:33:17";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 15:24:04";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 15:24:01";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 15:14:50";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 15:05:37";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 14:56:25";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 14:56:23";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 14:47:10";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 14:37:57";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 14:37:55";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 14:28:43";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 14:19:30";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 14:19:27";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-05 14:10:13";"7";"1,53";"1,54";"0";"0";"0"
"2025-10-05 14:01:00";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 13:51:48";"7";"1,54";"1,53";"0";"0";"0"
"2025-10-05 13:51:46";"7";"1,54";"1,53";"0";"0";"0"
"2025-10-05 13:42:33";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 13:33:19";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 13:33:18";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 13:24:05";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 13:14:52";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 13:14:49";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 13:05:38";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 12:56:25";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 12:47:12";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 12:47:10";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 12:37:57";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 12:28:45";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 12:28:43";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 12:19:30";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 12:10:17";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 12:10:14";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 12:01:03";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 11:51:51";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 11:42:38";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 11:42:36";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 11:33:23";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-05 11:24:10";"7";"1,54";"1,55";"0";"0";"0"
"2025-10-05 11:24:08";"7";"1,54";"1,55";"0";"0";"0"
"2025-10-05 11:14:56";"7";"1,55";"1,54";"0";"0";"0"
"2025-10-05 11:05:43";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 11:05:40";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 10:56:29";"7";"1,54";"1,55";"0";"0";"0"
"2025-10-05 10:47:16";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 10:38:03";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 10:38:01";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 10:28:48";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 10:19:36";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 10:19:34";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 10:10:21";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 10:01:13";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 10:00:47";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 09:51:11";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 09:41:58";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 09:32:45";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 09:32:40";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 09:23:24";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 09:14:12";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 09:14:10";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 09:04:57";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 08:55:44";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 08:55:41";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 08:46:31";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 08:37:18";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 08:28:05";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 08:28:03";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 08:18:50";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 08:09:38";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 08:09:36";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 08:00:23";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 07:51:10";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 07:51:07";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 07:41:56";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 07:23:16";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 07:23:15";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 07:14:02";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 07:04:49";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 07:04:47";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-05 06:55:34";"7";"1,55";"1,56";"0";"0";"0"
"2025-10-05 06:46:22";"7";"1,56";"1,56";"0";"0";"0"
"2025-10-05 06:46:19";"7";"1,56";"1,56";"0";"0";"0"
"2025-10-05 06:37:08";"7";"1,56";"1,56";"0";"0";"0"
"2025-10-05 06:27:55";"7";"1,56";"1,56";"0";"0";"0"
"2025-10-05 06:27:53";"7";"1,56";"1,56";"0";"0";"0"
"2025-10-05 06:18:41";"7";"1,56";"1,56";"0";"0";"0"
"2025-10-05 06:09:28";"7";"1,56";"1,56";"0";"0";"0"
"2025-10-05 06:09:26";"7";"1,56";"1,56";"0";"0";"0"
"2025-10-05 05:55:59";"7";"1,66";"1,54";"0";"0";"0"
"2025-10-05 05:45:59";"7";"1,65";"1,54";"0";"0";"0"
"2025-10-05 05:35:59";"7";"1,65";"1,54";"0";"0";"0"
"2025-10-05 05:25:59";"7";"1,65";"1,54";"0";"0";"0"
"2025-10-05 05:16:04";"7";"1,65";"1,54";"0";"0";"0"
"2025-10-05 04:45:59";"7";"1,65";"1,54";"0";"0";"0"
"2025-10-05 04:35:59";"7";"1,65";"1,54";"0";"0";"0"
"2025-10-05 04:25:59";"7";"1,65";"1,54";"0";"0";"0"
"2025-10-05 04:15:59";"7";"1,65";"1,54";"0";"0";"0"
"2025-10-05 04:05:59";"7";"1,65";"1,54";"0";"0";"0"
"2025-10-05 03:55:59";"7";"1,64";"1,54";"0";"0";"0"
"2025-10-05 03:45:59";"7";"1,65";"1,54";"0";"0";"0"
"2025-10-05 03:35:59";"7";"1,64";"1,54";"0";"0";"0"
"2025-10-05 03:25:59";"7";"1,64";"1,54";"0";"0";"0"
"2025-10-05 03:15:59";"7";"1,64";"1,54";"0";"0";"0"
"2025-10-05 03:05:59";"7";"1,64";"1,54";"0";"0";"0"
"2025-10-05 02:55:59";"7";"1,64";"1,54";"0";"0";"0"
"2025-10-05 02:45:59";"7";"1,64";"1,54";"0";"0";"0"
"2025-10-05 02:35:59";"7";"1,64";"1,54";"0";"0";"0"
"2025-10-05 02:25:59";"7";"1,64";"1,54";"0";"0";"0"
"2025-10-05 02:15:59";"7";"1,64";"1,54";"0";"0";"0"
"2025-10-05 02:05:59";"7";"1,64";"1,54";"0";"0";"0"
"2025-10-05 01:55:59";"7";"1,63";"1,54";"0";"0";"0"
"2025-10-05 01:45:59";"7";"1,63";"1,54";"0";"0";"0"
"2025-10-05 01:35:59";"7";"1,63";"1,54";"0";"0";"0"
"2025-10-05 01:25:59";"7";"1,63";"1,54";"0";"0";"0"
"2025-10-05 01:15:59";"7";"1,63";"1,54";"0";"0";"0"
"2025-10-05 01:05:59";"7";"1,63";"1,54";"0";"0";"0"
"2025-10-05 00:55:59";"7";"1,63";"1,54";"0";"0";"0"
"2025-10-05 00:45:59";"7";"1,63";"1,54";"0";"0";"0"
"2025-10-05 00:35:59";"7";"1,63";"1,54";"0";"0";"0"
"2025-10-05 00:25:59";"7";"1,63";"1,54";"0";"0";"0"
"2025-10-05 00:15:59";"7";"1,62";"1,54";"0";"0";"0"
"2025-10-05 00:05:59";"7";"1,62";"1,54";"0";"0";"0"
"2025-10-04 23:55:59";"7";"1,62";"1,54";"0";"0";"0"
"2025-10-04 23:45:59";"7";"1,62";"1,54";"0";"0";"0"
"2025-10-04 23:35:59";"7";"1,62";"1,54";"0";"0";"0"
"2025-10-04 23:25:59";"7";"1,62";"1,54";"0";"0";"0"
"2025-10-04 23:15:59";"7";"1,62";"1,54";"0";"0";"0"
"2025-10-04 23:05:59";"7";"1,62";"1,54";"0";"0";"0"
"2025-10-04 22:55:59";"7";"1,62";"1,54";"0";"0";"0"
"2025-10-04 22:45:59";"7";"1,62";"1,54";"0";"0";"0"
"2025-10-04 22:36:02";"7";"1,61";"1,54";"0";"0";"0"
"2025-10-04 22:26:01";"7";"1,61";"1,54";"0";"0";"0"
"2025-10-04 22:15:59";"7";"1,61";"1,54";"0";"0";"0"
"2025-10-04 22:05:59";"7";"1,61";"1,54";"0";"0";"0"
"2025-10-04 21:55:59";"7";"1,62";"1,54";"0";"0";"0"
"2025-10-04 21:45:59";"7";"1,61";"1,54";"0";"0";"0"
"2025-10-04 21:35:59";"7";"1,61";"1,54";"0";"0";"0"
"2025-10-04 21:25:59";"7";"1,61";"1,54";"0";"0";"0"
"2025-10-04 21:15:59";"7";"1,61";"1,54";"0";"0";"0"
"2025-10-04 21:05:59";"7";"1,61";"1,54";"0";"0";"0"
"2025-10-04 20:55:59";"7";"1,61";"1,54";"0";"0";"0"
"2025-10-04 20:45:59";"7";"1,6";"1,54";"0";"0";"0"
"2025-10-04 20:35:59";"7";"1,6";"1,54";"0";"0";"0"
"2025-10-04 20:25:59";"7";"1,6";"1,54";"0";"0";"0"
"2025-10-04 20:15:59";"7";"1,6";"1,54";"0";"0";"0"
"2025-10-04 20:05:59";"7";"1,6";"1,54";"0";"0";"0"
"2025-10-04 19:55:59";"7";"1,59";"1,54";"0";"0";"0"
"2025-10-04 19:45:59";"7";"1,59";"1,54";"0";"0";"0"
"2025-10-04 19:25:59";"7";"1,58";"1,54";"0";"0";"0"
"2025-10-04 19:15:59";"7";"1,57";"1,54";"0";"0";"0"
"2025-10-04 19:05:59";"7";"1,57";"1,54";"0";"0";"0"
"2025-10-04 18:55:59";"7";"1,56";"1,54";"0";"0";"0"
"2025-10-04 18:45:59";"7";"1,56";"1,54";"0";"0";"0"
"2025-10-04 18:35:59";"7";"1,55";"1,54";"0";"0";"0"
"2025-10-04 18:25:59";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 18:15:59";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 18:05:59";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 18:05:12";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 17:55:59";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 17:55:57";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 17:46:44";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 17:37:31";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 17:37:29";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 17:28:18";"7";"1,55";"1,54";"0";"0";"0"
"2025-10-04 17:19:05";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 17:19:03";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 17:09:50";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 17:00:38";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 17:00:36";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 16:51:23";"7";"1,54";"1,54";"0";"0";"0"
"2025-10-04 16:42:11";"7";"1,54";"1,53";"0";"0";"0"
"2025-10-04 16:42:09";"7";"1,54";"1,53";"0";"0";"0"
"2025-10-04 16:32:56";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-04 16:32:54";"7";"1,53";"1,53";"0";"0";"0"
"2025-10-04 16:23:43";"0";"1,55";"0";"0";"0";"0"
"2025-10-04 15:47:00";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 15:37:47";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 15:28:34";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 15:28:32";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 15:19:20";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 15:10:07";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 15:10:05";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 15:00:52";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 14:51:39";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 14:51:36";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 14:46:28";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 14:37:15";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 14:28:02";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 14:28:00";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 14:18:48";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 14:09:35";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 14:09:33";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 14:00:20";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 13:51:07";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 13:51:04";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 13:41:54";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 13:32:41";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 13:23:28";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 13:23:26";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 13:14:13";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 13:04:59";"7";"1,54";"1,55";"0";"0";"0"
"2025-10-04 13:04:51";"7";"1,54";"1,55";"0";"0";"0"
"2025-10-04 12:55:39";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 12:46:26";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 12:46:23";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 12:37:12";"7";"1,55";"1,55";"0";"0";"0"
"2025-10-04 12:27:59";"7";"1,55";"1,55";"0";"0";"0"
